uid,qrcode
5C4I0ELR2Z,41010QIA3CJA
KF75L10HMEH,3WGTWRX10MG
4GG710YYJSZ,VAWVTSY3IY
G4KX0SX09Y,5UNARVZPCO
6QPV4J6FVI,XDO3QVGSKQ
NO41OOXIC4,W4YM35ND66
R8UJVVZAMG,SITA89JY7K
TOZQXWUB79,XIK55NR33S
X4HH5AFXML,IAOVR7IGF5
V9GMI8XLOF,OQ10LP73EKJ
OJGH0HHMW0,G10XCZR1GV1
ZVX1278964,OW4NGI5BDW
H9H0OVMBI5,9DH4YTH168
Y6JRECLRE3,O1910DWT61U
1YT8SMH7N1,MAOPHQOF9C
AVHE1JDGID,7XTLLEWVUP
DTNEF64Q5I,108ZA0ZKO9W
91TTOCBMGT,872OAVZ17F
696I0FI7Y7,RE10BU52LYT
MQB5J4OALN,OCJU10607OE
CGWE2MGHJJ,SKC6NQCULN
K108MPHOTSK,108999WMB6N
DSQZDFM5NG,XPO00E8BRD
964JYJX8SZ,WMLORKKMXD
6NUW10X2S0M,DB105ARRYRM
FVF4CGFWDX,110VVG101P43
S67NBVYG9L,DI2RPBFLK2
UT9XRHONJ6,BNPTGLBKNM
45ICN10N7108,DK33I1S10VE
S6Z2UKBABL,V9B310U983M
TIDVM7J0EU,S10DAETQ6M5
YUBDJU6Q69,KGBYY4H2ML
Z3Y9SPPRDX,ARMP7C5HZ8
WES2KHDDDS,IT3GNSF0KT
10RS7O46PWG,UL5S0BRTP10
0JYGM35RPL,MZL4J65M73
ICZ693GN7N,10RPSW8KOXT
OT10II54GOO,5BHNZRSW30
0AY89SLF74,2JJ1010FK78
PX3QET8861,BKH910QKC14
43ZY7VBOZI,JSHQLO83Z10
IGY3MT0BA7,OAWEPR2W5U
N2GPIXWKZS,UVUCJIEUXS
7I10S4XQR51,7ZEE9GA74S
4OPZVD3N3X,YZHOC10WXS7
HNS4RU4Z37,10WIHAZE6VQ
EJCER0OCKN,8N775TII47
HOKCFRCIQ2,VVL5WRB100J
SFG7610NSVD,HOU7YX3J106
H1PHB09WNL,GQLNY4J8FM
GV32V100MK4,EZ3VN4NIN1
SOF9L8JQWB,KHTNQL7ZA0
JY1VOUH116,ZLZOTDD10XX
T1Q5X3BSV4,903EGUP10N3
JTYQ78ULE2,0OB6G65CZW
6IQXOU0LHV,GLPISS6JH6
XDQT9YQ410B,XQIXKDAUBY
8Y9U0DELX0,V322YOR4YL
67XHPXSKFQ,UQD8R1GSWW
106A3AI5S2G,D2K4F7NT7Z
IX010UU9GPD,A6S5NKO3G8
2CM7ZOWAPN,6X5W10SGFZG
0E624SK27O,7VYCE86IZ4
2TIGAH7J5I,V410VPCA4CD
VNGVU10A15A,1K80H9U2310
LBW3GJT1GH,ZNVT6RB615
AFU9KFI2TF,6KUTWDR32G
FAWMZ454PF,LRTIISUKB4
RUN67TACAB,TUGEL410YI9
THUFEQUMXN,WQ2Q3P4BZ1
P0TZ1H7RH8,NG10JG7FMIZ
3H97LK2EP8,WNTYAN0CKW
5Z2HZOK10X1,WJWUXMKSU1
9XN5IB10MOU,1I6ME1JNB3
ABTOI10P2V7,R61D9NW3QL
1ABH4L11RB,UHAPQHBRKI
8NWBNSWAYF,KSYD510S1H5
N7RB2M10QCG,04ZMPCB18G
10KI210T9OM7,Z8HOKLN10K8
YB4YLGU03E,EJAQIYIRT3
0V0O377S36,U8LPD7P1YE
LBVSDN10XZW,81K4GRG8AB
RAWQHA10K5N,7KZF8E5RI4
FV1HMG1KEE,OE30CRBWR3
9BS1W7BNQM,EEZGBKL2HY
1ORQUB1Z10M,HP8P610ZFZ0
RRDBH47T10I,KRKBJK2AFB
DDC63LR10NX,WU10E3TII3Y
DJOOE304LA,3UD2N450FW
1039NUKEBUC,DUFZNWMLSS
VMNIAALC0E,C5YEHZRDXT
M100CS106WJF,ASWDE882LF
KAVB10ASTSV,DS1010GOFJZR
10231O5SU2F,Y108NO91106U
9Y0VRKHS5K,A171L6BB6Q
LMD10U101L7I,GPD1GD100SU
P0AQX1C10F3,4X0SVRKK89
FUWSV1073YH,1TV27R4EUQ
TYNEHQSJWW,W3Z1SMY9K8
2CPMM4VMAA,I7K34QEX7G
KBRXFD1VOQ,AGS64712J3
B7JRTYXA9Z,BL110OGXCIA
U8XB3NIF4N,02SBZP4ZUS
6DL2J10EHM5,X81SZ1E6ES
KMBCGT2YII,T6S91WX9VW
UKIA4C5DXV,81FFPU6HD4
WO3BEAU038,CDMDGL91NM
LTKKK2DDQ7,OP89CANRAY
64THK2J3ER,VQXNYSFQ10F
PL4V99BBC8,ZTT2XDB218
5JH92SUT10I,2AFQKWMQI1
HIA9HKLRT2,OYH4201HFC
10KIU4RMEEQ,UHDYB9EE6N
8KLWSIXXBQ,KV90PLU3QX
CK7HGOWMQL,4PQ3102N9JX
G554EPSH30,DRAYBE6TEF
0JMMGKRIMV,7C10PIVTMSQ
VTYNA90NQR,RIFU106H28K
7BGPFNQKLC,CKBG47H2E7
WD4DSGZ5M9,MOF1CZM5JD
35CFQC010ID,9P106ZMBGBY
JA80VPTZZ7,LPW1QSIUEW
VRGCI9B104J,999YMPLE3F
XGOB06R9FF,LUSXGACTXJ
F61G86NHAS,N7Y6VJYQF9
PIQ1H0VA100,PE6DTCKA9U
L10SIXP9Z03,TQUHPYVLUI
XPL5AQ7UVJ,CRFMWMBOJW
VKRJB8TOYO,V10UJKWM07Z
OIU4GQT3CX,9AMPDRKBRZ
JBU28109W1X,KZ2IGLJ7OZ
E1VJCP1JUG,0V6Y0LKCN1
Q6ZTB3L10FX,39L2TR210QM
8FJ4UZ0SIY,120S54QYJU
VI4Z10FGFIF,LWFB1Y7A0M
YB10DEFPSCM,AQK2102IGLL
89HNJGUQ9N,2E2MREXQ9W
4XBAGRDRFE,4Y527P5ESO
1MFGSKQ449,IRBTQK8XWV
7UME8TGV0T,10QWZ7HAMLC
AZ2B10XTAPQ,L42A10YTMON
R03DJ2VLBE,YW19952N0L
20HO0ETQAM,FI0M8R6EO4
YHBOZJIDTY,771BRKFR7B
CG4QNOBVI10,QB6S5BE3X5
TEZJ7FOLQT,TXLLJ68LF1
8V7VXZDJ7V,10JGLL57KEL
10B9G701DFY,T3AIBWMDW2
B2B102U7NTX,XVEDGFS497
FQXV2BLNCM,CBXB2Z10I2J
YD08E3GFI7,FPP7BV8E40
EPK10FLQ97T,FHEJVKNX2Z
6H4L59DB7G,4OEGLW97IX
G10L94FAUU3,3L10DN10CIWF
O109OWL3P6H,GXYZXTIXKS
RDAWNUBEWU,K8134H836P
7JLQXUY5MW,SQ8VJJ2LIP
XTB10K3CJG1,ILMAB5WML7
C3TRLQ07DE,QUA0KXRFWR
QVP04K67GM,O8JWN468VH
7JB6H7ZMI6,QMOWHRRX64
ZTFP5RLDSF,H10CYFJ71SX
2JDTAT10BP5,Y104H10GXOLU
9FD6W10N6K0,O0M3NSROT5
ANWCFZMTT4,WLTC102I3IT
63FLEU102LM,KBYYS0JMLY
HF4WW8LNHF,RUWN610CNOJ
QE89P7AT27,EK0F4LQL63
7DSK5N3GWS,VPPDIIZ4ER
TCCKH31JSZ,INNN7Y6H5J
4AJGEMUR0Q,9SNQ68PXBE
GQRNYH6CNX,8JBCRHTVKM
XT4EAXWVM10,ECTZ7WNHNW
108ZLW1RH08,BL1K01URP3
QFM6Z32X10V,FMT0V896ID
Z1066AO0I69,153NJCOM7Q
PKLOHCUEN8,OKXB7OFPWU
OLU7NTW9S1,EKXC170SG9
L0H3QNRHE9,YU10FT2V2GH
IVMOPONBO5,98EXRQG4RQ
UKJM0GTALR,I08ITTCOC9
ADJILROW10Z,AOEAS29610Q
8EVALGNUVN,J1K02LC5QH
IH76VHTIGI,HTAUC1SK7Y
ALPGP344S0,39TGHBP463
M33LRA14JL,3QUAVEO70Z
I18I5RVY8W,SIF93GMCNM
NIXW27V250,0HL5Y02CES
10ATEJR978C,V10VMQCPVR4
9JODOS8X4H,UJU64RCSGZ
D8KZ91SXJQ,GEU0V8QP8I
IVWNHOL89E,LQ4FDMFAUI
R8JYN84LRL,I9GX10HKZ6
UH75E94M1A,4CE12Q10I15
COJX12AMC5,NY5810IQ5T2
0NGTMGNYL4,J7910V7Z223
MKJG6RD1CG,Y1FFPFR5JN
10L65SZCK5K,Y4T2UCGI7R
F23G10JS3TP,HUX6L10F9JM
STYKJEJ63J,GRJYBQ0HLT
2MZR0N86A0,EXQSWZZCM3
WN4JD1ZES0,E0UVJGZIZP
808CVWQ98Y,4SQAZY669L
10IA4KWPVK2,WR10WMOUS6H
UWYU5MGAFW,H8ZUPFP810M
4YG357S0RM,2BCIKHZQ1P
TGDYZ4S1N9,FVXCH1021FV
KVKXAL84102,0Y9QRI724Z
WTXHIYYU4M,T30L4A7HNU
10GDD3INKKD,UY8079O0AK
F11C10X0XRK,TILKMSY680
EKZH43R0HM,S89VL89Y1P
C5UA2I10ID1,2AT710N5UTT
IA10D7H3VKY,D6N6440F2J
SEIJZ04F96,UXYF22OD10P
IZ0N538U20,10QI5ERMCC9
I1HD3FRP0K,7F88JTZZTZ
XBUHC5789C,10JDI4ATCRI
NQUWVS7GYR,WMQ8XMJCEB
77BNKOWIDZ,TN7PAS4U1E
OM7IK855GH,1YNEMM88RM
F6YH867NS10,OL5ESIA1KG
HZEL4H5T8W,1V9BS7D4YN
D2TJ3RGVTI,CCA08LH533
KX6KTJ6WN0,0MG1TJWCJT
BDJB9UZA0M,10XH100M10ZL
XGPRP8SG1L,JY7UBDWPUG
4M7JPLDXB2,107MRDN10G0Y
PPKT5EOJTP,IKESW599PB
9K35Z758X2,VH828W1S10B
5KOHBHNILU,UR10TIXCBPZ
AR6VYTG1X8,TQF0CIUFPP
752RHFEH5Z,PISY1IJPNF
JTJT9KT231,IKM5FZ6WW10
171BQDF4FF,5W9LWOPHJL
G6GN1K11NS,AYKSL8EMM4
P9JRUZFVLH,8U1XGHXP58
YYC82SCPFT,OSLVR1UHJW
CVDA5FXI0V,O1VBZYAD79
10XWT40TGP7,M106U1910RH
L9S10B8MXWK,WG5HTZSSZ10
1010VD3PTSZN,AGQGCJ7PMQ
7FE96100R32,TE9P3J7NAU
5XDWZW9IVR,EQSPUR1F6N
DHA8XYEVCI,F0YG8MK9V1
KOAUNJCY3D,6XX3NZ3RY8
TJQL9VCJ3O,3U9X0Z0QHP
YQADXZ104L6,WDWMA6P2WQ
U26LXLCXK7,4V0ZB8PDQ3
0I286NB29K,PLRYJZ9MPG
10R5FA1YURZ,E6OJBGONHD
WL0074VGNR,JCUCYPLXKO
D261HH9IOZ,RUVE53UDS8
C3RZ4TIO7G,VXH51V13LN
FW6FHYR7V5,5N0OHY5SD8
HPQPASN00U,F59VJWWTNE
EE76TZWHRB,M08ZHQCBGV
J3KPW39Q9W,KLO670VX10W
BMFGFXI4OC,ESME1010MUC0
7XDIEXHJ61,I1021OAMTPM
G2O0GORH8S,0USZB054VH
AOBCWI41WX,NLQIENY3BE
5KFIISTJK6,UT9A67UJBG
4X10S5C1Y210,NVD7F385B9
5I8O31R8B7,IX2CVJXFVA
BR10HMFLYGU,76INASVIC5
ZA1TLR0L5C,TNCVWAV61C
2LORUUWCKY,E7LZH8V61F
JKOWN8PJ2V,NYJ4L081UZ
XVQ5MKQVEC,0JZUKURORB
OXHISY89Y3,9YHVYVMMUS
R8IGA7BRVY,I13V9BX7AM
4VQ4IQ3QA6,57GS7GLXM0
234MQWZVGR,3M9ZDU5FDW
10I3GVK7UQ7,3DV2K2ETDB
8P5NTV7YA1,9ZQQX2J2GJ
3RQAJM1H8Q,7Z6K8OOLU3
0V109AUPF7N,QW9TTLZB3X
SPQ510CY9U9,7N10KSYIIYB
LWH2TY2Q6N,M533FA3NBP
10V7L0K0X8W,Z101TMIRUYC
AYJVN57EN0,IOTCWGLVVD
106MDE3PD04,ON0U8N9GAW
5QBNDT5OAP,3KSD3E810UN
0J4NJ106NPF,48MEYBRDZZ
UN00H24SMV,XNLBG439G2
NR0BAYA5EZ,2YZ8ZZLU27
WCTIMTYXS2,DSTW238KD10
3P6ZFQUPN5,0Z0L38O10VZ
1N8BV60GT10,NO0Y64G4GG
35PY3XVVF3,105KKI12TWP
BPBBX1FPUZ,910UA5YXM101
Q1D54ONHYS,R13QHLECOE
KLQWWFQ2DQ,UMLJ42JDEI
2J0P49BE10O,6LVZTIRLLQ
J9CFOKKECW,D5101J10CEYC
QYCZ138TZ9,T9106NYYD210
UPQYRWGMH8,F7YQM2J4G0
T0OGE6RABP,G3ZW0ZDOCH
L1025Y9CH79,MHIFW5WMUK
VVRO587BWS,Q710KDQRF36
FVAFGI29XH,CSG10PORIHY
UE4IPK86EU,ONTK431824
4ONHDNBGQ2,SMBJ53DMXH
BRZEBI9CYO,06ZPCRR4DP
12JLYFU62G,RT6ZVW8LBS
2F410M3WX6F,P6CWGGNGO5
6PUUIPJPKP,SK52GW103YA
VUDXZQQFI4,710E45FFGJ4
2C4FXY6OAE,UGZ53U10JP0
OCI410C1A81,RNC7U5KW4K
EBPSDLHXV6,SC4541L8C4
5VC4G64SIV,4YWJXE5SN3
L70I1030NGT,ZDVSE010DUD
SQ2J1MK10LS,INOXTQQBXC
NAESZO8MSN,ABF2KZSI3M
OOHA10T0DRS,10Q2YX6QD77
7OGZVWNGDR,GZ10I55KEM7
PQWINOICSA,4R7EZ10PEKB
E1OJH15GY0,GBURGUD41G
EQQICJ67RE,GH0J1JOL8O
3PQ9T82KIQ,M75QWWR7BP
10JNNKNTGCM,YBLNW86VZY
OOZ8T10W3CN,F3LYXBLXMY
TVYTFVCY510,M9LXDZX61Q
W6T3310GGXH,CNEQWZT43Y
GNP0DN2SDK,FBZEK2EXIO
UVA9GE1XVB,FDMHH7B0WB
SHQACQ3A7Z,1BK05TVL10W
S7PQW9KHEO,F2GVTUG0CM
6N2FDZP6F1,QI0K3YLOXY
90BOXVN6OX,4JJAGSQQIS
E25D39QX5G,AR1A04OI0L
ZACF3VJ1QV,X2WOP3IGJ2
6W1XL58ZQ2,IWP9S10BM5Z
ZJPU210PL66,Y0FAFCI8MV
6DG10VQ8VBO,MSN9BR10CPN
6XEYPUK7HT,84ZBOAGJAE
1029PFVLBO7,9NQ43N7NHM
VEVIJ2MXFC,2I10H9U1062X
LBJHYZJKUG,OY92U0OD710
5JJLGPOI8F,8DPW7ZIAH0
510SRJT9VU,2T0S5M2C14
XPWWRFG6KK,R76JGXHG2B
8OKSNUJHO4,8SLWZMD0TK
SOU610SNTHQ,WG9PY2SRRU
ZCLV10PA10YE,5JG8QWFEWR
HZ3SFXS8DV,90W0EA6XLH
6FMAT6NK10U,GEEN7B6100Q
I1U9T6D3S8,QJ5Q0ODJYC
6H2EJC42YM,Y6I8FBQV05
8TS82XU1PG,EWENUFAF9B
O3POVCOTC2,9OEOJ5XHNE
9KAU4EXJT8,SQEERZ9CRG
UMETPW0100M,AKMZVLSVPI
6JY2B6105YG,BI57IA4YTY
J1ICBLBCQO,K2W10FM8RKT
061RO91PHG,U0301OSSME
YTE1V05ZVA,DFR0SBAXFC
82T0PTBT10B,U7Y4NQC9Y8
PLVSN871PX,B7T10AR7SXC
X8YJKTHF77,8D7Z51R010C
UMY6ZWG8KZ,68A82Q1LN7
CAPVLCN1WG,1010O9V57GBI
P4ZDO20OVK,LFW05KA7RR
OQUOEYORY10,CZLLS2LLUH
9R223H4W4D,R910ZX9ZSD8
RBSDX105NZL,GIMJNW10DWE
GRK9048QE8,OAB5P10C1050
607ZC64S1S,C10EI3JD0JB
I6X1V613P7,VNN9SN6VJD
G89G425RVC,S897DXZU7O
8HOH610UJZA,XIF56GDH1U
V3YGAD7JDP,0723R38TJQ
1JBD66XOL4,IR702VEI10U
X10RAF16JTP,SOFBXTKD7E
NX8PSHHNWT,EFQAH47UTD
W1GK4PWELW,A6GO1CFT6N
QW3GCQ10BA9,CJQ4FJS393
M017LDHPQX,1037KNV79XE
I0X1H7CK4S,2KPVOLHH47
WCR0J0SXJC,1M0DWXA4HL
8JS0OC76DS,D0A10S9105YL
BOENWVRYYX,QWCOZYCNNO
CVM1010DCON6,GB8ESGCHYZ
M7JVVJRP7J,10BQ1ZFRDN4
DC1P9ZBX8I,LVLB0QBME2
NJDYDL43110,UJFPX0VL6H
F6L3OBLOAH,ZVVI10XO152
JJ5VYH6WYE,U4YGN0H40Z
KCQJL65K7X,VLK0E2CB21
V3NZ1MMUYP,GV10LNLVVAV
J8ML44BV6X,G8QFZS9Z2I
QHWI6Q05F9,LMUI1NQ8WQ
EF5AD9QESH,AE4K9MBYBQ
XC10KK1OIRD,KZY0PZEVDH
CGUU81AB6P,P10I37X3CWC
UOFM9GXWZS,3RAF10TPI0O
710KB810Z9UB,OLA78MX936
3I0ZOHAPX7,HHOGQ0WHXL
G02BVFQEWS,6DD10J68OTK
FRSAWJSD4Q,T10UZ93AFA10
Z6N52EQBBX,3XYOWQ10DMJ
1Q6FKB5OA1,C4HIYTXQ40
YNXLXXPJCI,KO1AGA0KN3
HET1WOGWXA,04GKT6RM10A
10QQEVDEBPZ,ARBLE6OZ9T
JBB8ND3A72,JG11HN71HI
CA7QL4K41G,4NL4RZOUUZ
F10GZ9R10B9A,SUIZZMUFPL
CI611CVFHA,DN5GKTR3L9
ZA955T5QQ10,DK3O5E74A10
D0OX8ZZIPA,02H634ZM310
10AKWZP5424,J2WRWLSUHO
8YIF8RXFD10,BU6XESE0CW
VOWFE2YN7J,EYWDSOTWZF
PHQLX2UHEY,47F0IJDE10H
M7DTRA6E03,QYZ91KU1X9
Y9H107HDUIT,SMO61CRN0O
LL2BCIK10VF,M106AVGBDWP
8ROZKNMA5V,PY96SWDTER
FCS16Q1EKQ,QIULQSWUWX
ZYE3JXP2EV,I7LQ37HY0V
FM8GIVXW0N,HT8SLWRN6I
A8KVNA1XGL,10QSV107QXC10
GHJ5JSZA80,BW0BN9U353
EUN4VCXQD7,E8ZRGPOK9Y
WCWM06WMIW,U7G3EM10WQH
V92SM61140,RG2ZHSJKJ4
VI48O1TY10C,XF60LKYJT0
NV9AB9T5QI,97UOKMU6Y6
10CA7ELDC3J,JQO2NU3VT3
1W95UXY2GK,DCRYWHWWNV
192R6F05N7,Q1HFF7LD9G
IBAOU31X87,K0A7EVB2VN
10714JSGSU7,EYXFGC4NLD
BMNRS4KLS5,4QVIMFG1WY
WPALWD8M4C,Y1YFZC7TDB
8UDRCVZ4EE,DNM7QA3J7C
MKJ5XDRMY2,P75ZXVME34
RDSIVMGENP,0O8HAN2W78
5F7RRZF5I6,T364XIKGF2
M84OH5CKH2,XI6CYGA4P9
SJNILVU8BG,XH34XIAZAV
10S3A8ZWOQ2,Z815DETQ2P
D3CJMJAUBZ,58106AL7385
L5HCIM4TRJ,47H5H1E7DG
TA1KUF9T9M,YQ5MPCTXNU
DEFS5JB5OB,WRCFANWEIX
10ZQYMSZZDS,FXIOTHBXDG
M10W0NXE4TY,CPKY106VG4V
WR4GD1T7P2,6C2ANC3KJ4
Q964ZUPHAC,K0WTNRTW9R
7AOQ10OQPQE,C1WNKQ4P6E
A8REJM7FSI,MD66MT9QZ2
2YPPSSPFF8,UP4IO310TJY
XUDHUIU0IZ,Q5632XVVWX
SIHQ3YLQPQ,7MU73NRWPR
7KU10X9LILB,Y4NS7RNJKJ
4YWU283X74,L2106GLV2XN
CWOPEJTIRN,0PBOMXN1VB
UV29RH86IM,IVDO10A57U3
2ROKEY09BL,TDAQC31X10X
10323RCZK1Y,JNFELLUP9H
KK9ZS9MYW8,DFSX3SURX1
VBOLRARHDZ,THVGXRW0I0
BG07YBMCX1,6D8KFSMI1X
JRMUKDWZVS,0A2BVR2833
9V1U2PAHAC,W2O1A8E10I8
FF3L4QX9SN,JJ95RX10WH2
06R07YNF24,RAO3G6KBQF
O3F9C10R10T,JQBANF1083K
4F8K1AH10I1,UP9XXQKY5O
SUOKMKX10GC,T8Y4B10M931
WOFG4D10ZAS,8IZT9PAUC9
V02YP9LI10E,L8XZMQ1000F
RMXHQ3FMJT,84AESXOFEM
N5MV0O6413,AVNTTAW6K4
94ATOW1E7Q,DE10PMIBJQ6
VF4SHIQ510I,4P2GAG810FQ
10UBXJ355CJ,PFJB10CIBAI
Y2BWOK1CU8,BDSN7OLXJ0
SGYM2P3KNC,6PUQULKU37
U2M7QNUBMH,QHI1051PDUF
Q0482RYCSR,3H7BFIU1CL
A4JP103RQWY,4RT2OK8AEQ
